card,level,trophies,win,draw,lose
Archers,12,500,0,0,1
Archers,6,600,0,0,1
Archers,7,800,0,0,1
Archers,8,800,0,0,1
Archers,12,1000,0,0,1
Archers,6,1200,0,0,2
Archers,7,1200,0,0,1
Archers,4,1300,1,0,0
Archers,10,1300,0,0,1
Archers,5,1400,0,0,1
Archers,6,1400,1,0,0
Archers,7,1400,0,0,1
Archers,7,1500,0,0,1
Archers,5,1700,0,0,2
Archers,6,1700,1,0,0
Archers,7,1700,2,0,0
Archers,8,1700,0,0,2
Archers,6,1800,2,0,3
Archers,7,1800,1,0,2
Archers,7,1900,0,0,1
Archers,5,2000,1,0,0
Archers,11,2000,0,0,1
Archers,5,2100,1,0,1
Archers,6,2200,2,0,2
Archers,7,2200,1,0,4
Archers,8,2200,1,0,0
Archers,7,2300,0,0,1
Archers,8,2300,2,0,1
Archers,13,2300,1,0,0
Archers,6,2400,3,0,3
Archers,7,2400,2,0,3
Archers,8,2400,5,0,3
Archers,7,2500,1,0,2
Archers,12,2500,0,0,1
Archers,7,2600,1,0,0
Archers,8,2600,2,0,0
Archers,10,2600,1,0,0
Archers,11,2600,1,0,1
Archers,13,2600,1,0,0
Archers,6,2700,0,0,2
Archers,7,2700,4,0,0
Archers,8,2700,1,0,0
Archers,9,2700,0,0,1
Archers,10,2700,0,0,1
Archers,6,2800,0,0,2
Archers,7,2800,2,0,1
Archers,8,2800,1,0,2
Archers,6,2900,0,0,1
Archers,7,2900,2,0,1
Archers,8,2900,1,0,0
Archers,9,2900,1,0,0
Archers,7,3000,1,0,0
Archers,12,3000,0,0,1
Archers,6,3100,1,0,0
Archers,7,3100,3,0,1
Archers,8,3100,1,0,1
Archers,11,3100,0,0,1
Archers,5,3200,0,0,2
Archers,6,3200,1,0,2
Archers,7,3200,5,0,2
Archers,8,3200,0,0,1
Archers,7,3300,1,0,0
Archers,9,3300,1,0,1
Archers,6,3400,0,0,2
Archers,7,3400,3,0,2
Archers,8,3400,4,0,7
Archers,9,3400,1,0,0
Archers,12,3400,0,0,1
Archers,7,3500,4,0,7
Archers,8,3500,1,0,4
Archers,9,3500,1,0,2
Archers,6,3600,0,0,1
Archers,7,3600,3,0,5
Archers,8,3600,9,0,20
Archers,9,3600,13,0,9
Archers,10,3600,1,0,1
Archers,13,3600,1,0,1
Archers,1,3700,0,0,1
Archers,6,3700,1,0,2
Archers,7,3700,7,0,12
Archers,8,3700,25,0,45
Archers,9,3700,59,0,59
Archers,10,3700,2,0,3
Archers,11,3700,0,0,1
Archers,13,3700,0,0,1
Archers,5,3800,0,0,1
Archers,6,3800,1,0,7
Archers,7,3800,6,0,14
Archers,8,3800,21,0,29
Archers,9,3800,38,0,62
Archers,10,3800,1,0,2
Archers,12,3800,0,0,1
Archers,13,3800,0,0,1
Archers,6,3900,1,0,1
Archers,7,3900,4,0,8
Archers,8,3900,7,0,11
Archers,9,3900,9,0,16
Archers,10,3900,3,0,1
Archers,12,3900,0,0,1
Archers,7,4000,1,0,4
Archers,8,4000,3,0,5
Archers,9,4000,4,0,2
Archers,11,4000,3,0,0
Archers,12,4000,0,0,4
Archers,13,4000,1,0,5
Archers,6,4100,0,0,2
Archers,7,4100,2,0,4
Archers,8,4100,4,0,8
Archers,9,4100,4,0,5
Archers,10,4100,0,0,3
Archers,11,4100,0,0,4
Archers,12,4100,0,0,1
Archers,13,4100,3,0,10
Archers,6,4200,0,0,2
Archers,7,4200,0,0,7
Archers,8,4200,5,0,15
Archers,9,4200,5,0,19
Archers,10,4200,2,0,6
Archers,11,4200,1,0,4
