predRounded,resid05,resid25,resid50,resid75,resid95
4000,24.560228481643286,54.854794993429834,85.8179582432934,102.18805943453971,266.4038840183504
4100,-95.2099990169032,-31.68135868291685,67.9897204490918,262.179569244926,336.5079541850938
4200,-180.09644030145887,-55.153402034585696,47.69454883200595,149.83008694465144,327.0152211894957
4300,-264.5041348244038,-102.55880800904764,4.931793855212844,104.56556347526141,249.7853076434476
4400,-298.5636991715691,-116.80710925960912,-7.485103382316743,96.94883419472997,241.72406932438824
4500,-292.76001740512123,-102.4168341381318,1.7285738932879489,95.98816001740742,233.13069509491794
4600,-241.99805527358683,-80.6286855849481,12.725204701650574,104.46093442573917,233.45913761008583
4700,-200.6714585694985,-65.18067682987503,24.204329215469635,112.74562698829644,230.14702245291565
4800,-194.9003508420737,-60.86457019255986,29.24786134802988,109.93126557025774,222.15708124890136
4900,-216.61631307689584,-71.20967442701047,17.804953651029532,95.33953201768801,206.89591298461715
5000,-240.30931613853235,-89.26229731466171,1.5052861994607067,80.26011270947474,197.36332559851397
5100,-276.2534400687602,-114.58814534722683,-21.661779462605033,70.18175228765801,208.02963550287558
5200,-314.4537781854658,-132.73093742752917,-24.029230965628635,87.56754266537143,266.84428799354225
5300,-341.2112507540407,-143.97831700617215,-17.73084407699904,110.29088330159223,317.97931078293215
5400,-376.4145178594605,-146.43813958398252,-5.217803248722252,146.39589797045306,379.33656298190317
5500,-411.26405189163756,-147.45293226227471,27.27561274586602,187.34527009022364,446.1141479022838
5600,-397.5945007495433,-109.9890010712129,52.84048625818345,211.81311563211068,507.0020418898915
5700,-409.4957626671747,-113.90113382439621,55.54468331987815,248.11126975663984,582.7732161203618
5800,-409.5058471224324,-109.8595259788214,65.51229194931123,276.0186300893179,598.3991771402975
5900,-394.11395642141946,-116.41195057231468,75.60241639971773,265.3449236282935,651.8296058478702
6000,-408.61079764678215,-135.70046975673344,29.51519517393658,228.503357670348,636.9043177218864
6100,-381.5938132499104,-107.28141223889699,115.19397663677809,300.5796145843632,719.1074964218084
6200,-273.4301973236441,-66.18160441254662,94.38561195153508,618.2709355466003,1100.7492092589744
6300,170.36987996630808,195.965265934596,265.89284701947366,310.7025568199376,1065.9602670724782
6400,138.09451849543453,159.08379063206303,185.32038080284866,211.5569709736343,232.5462431102628
6500,-134.96328562497908,-118.1129576167813,-97.05004760653412,-75.98713759628691,-59.13680958808917
6600,868.7487183923232,868.7487183923232,868.7487183923232,868.7487183923232,868.7487183923232
