predRounded,resid05,resid25,resid50,resid75,resid95
3900,78.07152620758465,107.07019746569509,143.31853653833312,179.56687561097118,208.5655468690816
4000,-5.909279023556048,22.237966467869807,55.5744645992168,88.4827138462469,157.61732223651185
4100,-84.28577876183218,-11.591865818785243,115.03585464384102,241.14517666905127,388.21868848132294
4200,-177.42591886591222,-49.92508428381096,48.20590378713909,141.03121276840926,316.4797167419794
4300,-247.07071194919445,-109.13817998581695,3.699190533617912,122.20331002479904,276.0257950659888
4400,-294.4785690730877,-118.123684789168,-2.5231232613586103,107.28060077621312,252.01098813050714
4500,-298.7561571847682,-113.9786973447284,2.0174203150419876,109.68519101329943,255.90198449108144
4600,-263.09102158353795,-96.50822149743028,19.157574773985562,128.38879371342986,261.9547435023998
4700,-258.5743225288869,-92.12067282217711,35.77726243846056,140.40199341336785,263.1439132213672
4800,-294.40747996100396,-90.0534702778601,38.608955717314444,141.19722372019288,263.37397454642206
4900,-345.60158786701004,-106.97138973944351,26.58207082768994,126.95944887532232,258.39182950310783
5000,-393.2850478845014,-131.386058201991,12.069196838372793,124.2770951694663,270.61364488606927
5100,-445.88053841212513,-163.19062527977445,-0.4589897889292528,130.24623493464813,314.23179980953137
5200,-488.003963105346,-173.2698560354236,0.7668860516806248,153.68435323105916,380.4129175187666
5300,-528.4945602640043,-170.1966466364952,15.748775911786824,189.29271619674145,445.98637951949803
5400,-557.1127915337363,-165.3204175459046,39.96264660297983,220.99556527007445,497.7660853053149
5500,-572.8364703094218,-162.95531791622153,62.29110694018392,256.00191226189463,533.4072181349466
5600,-545.9732498495093,-123.46490131635983,95.42798689181127,282.9082701083645,642.6750235041284
5700,-659.6588249286492,-129.5006884565277,94.10803773981722,309.11512482714147,713.6267906489002
5800,-629.3359249547051,-84.64708958972011,109.62402597204883,341.8331936204354,778.163859148817
5900,-751.7444276551619,-109.05335368083036,115.95288921922112,322.28087513630095,815.7746856019213
6000,-586.944914810197,-134.96882575697268,121.00484371779145,369.77799275055065,844.685025052606
6100,-245.9246487686127,-166.15306130424972,82.2202872417507,438.1706814523782,799.2781810116878
6200,-133.74299988174386,-13.87920501449824,135.95053856955883,160.43525878576628,180.02303495873227
