card,level,trophies,win,draw,lose
Archers,1,600,1,0,0
Archers,5,1100,1,0,1
Archers,7,1200,1,0,0
Archers,8,1600,1,0,0
Archers,11,1600,0,0,1
Archers,6,1700,1,0,1
Archers,7,1700,1,0,0
Archers,6,1800,0,0,1
Archers,8,1900,1,0,0
Archers,13,2100,0,0,1
Archers,7,2400,0,0,1
Archers,8,2400,1,0,0
Archers,12,2400,0,0,1
Archers,13,2500,1,0,0
Archers,6,2800,0,0,1
Archers,11,3000,0,0,1
Archers,13,3000,0,0,1
Archers,6,3300,1,0,0
Archers,7,3300,0,0,1
Archers,7,3400,1,0,0
Archers,13,3400,0,0,1
Archers,8,3500,1,0,0
Archers,6,3600,1,0,0
Archers,7,3600,2,0,2
Archers,8,3600,15,0,6
Archers,9,3600,3,0,1
Archers,10,3600,2,0,0
Archers,13,3600,0,0,1
Archers,4,3700,1,0,0
Archers,6,3700,1,0,0
Archers,7,3700,5,0,9
Archers,8,3700,12,0,16
Archers,9,3700,20,0,19
Archers,10,3700,5,0,3
Archers,11,3700,1,0,1
Archers,13,3700,0,0,1
Archers,6,3800,0,0,1
Archers,7,3800,1,0,8
Archers,8,3800,6,0,12
Archers,9,3800,8,0,13
Archers,10,3800,2,0,3
Archers,6,3900,0,0,3
Archers,7,3900,0,0,7
Archers,8,3900,2,0,4
Archers,9,3900,1,0,3
Archers,10,3900,0,0,2
Archers,6,4000,1,0,0
Archers,7,4000,1,0,5
Archers,8,4000,2,0,3
Archers,9,4000,5,0,1
Archers,10,4000,0,0,1
Archers,11,4000,0,0,1
Archers,12,4000,2,0,1
Archers,13,4000,0,0,3
Archers,5,4100,0,0,1
Archers,7,4100,0,0,5
Archers,8,4100,7,0,9
Archers,9,4100,6,0,19
Archers,10,4100,3,0,9
Archers,11,4100,2,0,7
Archers,13,4100,3,0,1
Archers,1,4200,0,0,1
Archers,6,4200,0,0,3
Archers,7,4200,5,0,6
Archers,8,4200,7,0,27
Archers,9,4200,8,0,31
Archers,10,4200,11,0,20
Archers,11,4200,10,0,21
Archers,12,4200,4,0,1
