card,level,trophies,win,draw,lose
Archers,12,1000,0,0,1
Archers,5,1700,0,0,1
Archers,7,1700,0,0,2
Archers,6,1800,0,0,1
Archers,7,1800,0,0,1
Archers,8,1800,0,0,1
Archers,13,1800,0,0,1
Archers,6,1900,0,0,1
Archers,7,1900,0,0,1
Archers,7,2000,0,0,1
Archers,11,2000,0,0,1
Archers,6,2300,0,0,1
Archers,13,2700,1,0,0
Archers,13,3300,0,0,1
Archers,7,3500,1,0,0
Archers,8,3500,1,0,1
Archers,6,3600,1,0,0
Archers,7,3600,1,0,2
Archers,8,3600,3,0,5
Archers,9,3600,2,0,1
Archers,10,3600,1,0,0
Archers,6,3700,0,0,3
Archers,7,3700,1,0,5
Archers,8,3700,4,0,7
Archers,9,3700,8,0,4
Archers,10,3700,3,0,2
Archers,11,3700,0,0,1
Archers,6,3800,1,0,2
Archers,7,3800,0,0,5
Archers,8,3800,2,0,13
Archers,9,3800,0,0,6
Archers,10,3800,1,0,0
Archers,7,3900,1,0,7
Archers,8,3900,1,0,5
Archers,9,3900,0,0,2
Archers,10,3900,0,0,1
Archers,7,4000,0,0,2
Archers,8,4000,1,0,3
Archers,9,4000,3,0,4
Archers,10,4000,1,0,1
Archers,11,4000,0,0,1
Archers,13,4000,0,0,1
Archers,5,4100,0,0,1
Archers,7,4100,1,0,3
Archers,8,4100,0,0,6
Archers,9,4100,2,0,9
Archers,10,4100,2,0,9
Archers,11,4100,5,0,9
Archers,12,4100,2,0,0
Archers,13,4100,1,0,1
Archers,6,4200,0,0,1
Archers,7,4200,1,0,3
Archers,8,4200,4,0,5
Archers,9,4200,6,0,14
Archers,10,4200,4,0,8
Archers,11,4200,14,0,32
Archers,12,4200,1,0,2
Archers,13,4200,2,0,6
Archers,6,4300,0,0,1
Archers,7,4300,0,0,6
Archers,8,4300,1,0,15
Archers,9,4300,3,0,10
Archers,10,4300,1,0,14
Archers,11,4300,11,0,45
Archers,12,4300,2,0,5
Archers,13,4300,3,0,10
Archers,6,4400,1,0,0
Archers,7,4400,2,0,7
Archers,8,4400,8,0,21
Archers,9,4400,9,0,21
Archers,10,4400,2,0,10
Archers,11,4400,3,0,16
Archers,12,4400,2,0,6
Archers,13,4400,7,0,9
Archers,6,4500,1,0,1
Archers,7,4500,1,0,9
Archers,8,4500,7,0,20
Archers,9,4500,12,0,21
Archers,10,4500,18,0,29
Archers,11,4500,10,0,22
Archers,12,4500,10,0,13
Archers,13,4500,6,0,6
Archers,6,4600,1,0,0
Archers,7,4600,2,0,8
Archers,8,4600,12,0,12
Archers,9,4600,21,0,36
Archers,10,4600,29,0,25
Archers,11,4600,21,0,30
Archers,12,4600,20,0,25
Archers,13,4600,9,0,15
Archers,6,4700,0,0,1
Archers,7,4700,2,0,3
Archers,8,4700,9,0,15
Archers,9,4700,19,0,34
Archers,10,4700,25,0,45
Archers,11,4700,44,0,54
Archers,12,4700,25,0,38
Archers,13,4700,22,0,19
Archers,5,4800,0,0,1
Archers,7,4800,1,0,2
Archers,8,4800,1,0,14
Archers,9,4800,13,0,32
Archers,10,4800,26,0,45
Archers,11,4800,55,0,60
Archers,12,4800,54,0,73
Archers,13,4800,36,0,33
Archers,7,4900,0,0,2
Archers,8,4900,1,0,6
Archers,9,4900,9,0,21
Archers,10,4900,23,0,45
Archers,11,4900,60,0,77
Archers,12,4900,65,0,88
Archers,13,4900,64,0,63
Archers,7,5000,0,0,1
Archers,8,5000,2,0,3
Archers,9,5000,5,0,7
Archers,10,5000,23,0,28
Archers,11,5000,58,0,102
Archers,12,5000,91,0,94
Archers,13,5000,98,0,98
Archers,8,5100,0,0,2
Archers,9,5100,0,0,2
Archers,10,5100,1,0,3
Archers,11,5100,32,0,63
Archers,12,5100,106,0,108
Archers,13,5100,149,0,130
Archers,10,5200,0,0,2
Archers,11,5200,6,0,15
Archers,12,5200,47,0,85
Archers,13,5200,189,0,194
Archers,8,5300,0,0,1
Archers,11,5300,1,0,1
Archers,12,5300,30,0,35
Archers,13,5300,181,0,210
Archers,11,5400,3,0,0
Archers,12,5400,15,0,20
Archers,13,5400,135,0,131
Archers,11,5500,1,0,1
Archers,12,5500,6,0,5
Archers,13,5500,98,0,99
Archers,9,5600,0,0,1
Archers,12,5600,4,0,0
Archers,13,5600,96,0,99
Archers,12,5700,0,0,3
Archers,13,5700,48,0,57
Archers,13,5800,47,0,46
