predRounded,resid05,resid25,resid50,resid75,resid95
3900,64.28326788315161,85.73728194090616,122.43928952704883,147.95293073856564,195.3101429220292
4000,7.578908285948134,47.01648841294086,201.42578597190158,305.23444690588525,460.18006336517897
4100,-59.52756350083291,24.00539913272104,83.00817740445639,196.58010175808653,309.19654983928774
4200,-182.91702164399663,-60.52569981473794,7.216323074570742,97.53737549216751,287.076106276276
4300,-248.30022029988842,-112.87579762932518,8.847420386039156,141.46700449080646,341.89101411658584
4400,-290.7157083471851,-117.8156953857115,2.0008658204807563,119.67711511266727,282.27474081780935
4500,-320.26584006059994,-115.80823774828245,14.502500313634858,120.94569296334319,282.26514285188654
4600,-313.0775932651883,-101.09088392763127,14.20514734437351,121.29906007988268,269.2058877347
4700,-286.1879771863173,-82.50006626334219,29.747505669640738,127.87468055019764,254.47805881463677
4800,-279.9019756971448,-72.84364690180635,35.42837677320772,124.9089534810649,227.0615343198323
4900,-298.8930656946163,-72.28841872617264,28.562811780766676,106.8929555703863,203.86794168635066
5000,-299.1266232437379,-84.0815547949346,12.345927987259753,86.29056873436883,196.442245514307
5100,-329.23585220265255,-90.00322017474434,0.2626553890763011,77.31625450710274,211.38224382575794
5200,-337.033632283231,-100.8884681980237,-9.952243698069726,80.14437583642822,261.98939809955664
5300,-346.6267962369925,-108.82080023598526,-8.824798510767994,99.38130310931639,293.8349961891597
5400,-342.1136379561628,-119.47522466600742,-3.4153104735873057,131.59233344286048,340.7755583145678
5500,-350.0953262960652,-124.76047860332162,20.273242147838804,166.87060332467587,403.27729685651667
5600,-394.216438209127,-124.19281424193699,36.6377011911966,190.7709891884424,465.20078451969823
5700,-430.5333595684814,-119.5085084942762,43.976432619323454,225.7910470022461,564.23147996736
5800,-328.25275795231755,-104.36229651557508,65.37160238782982,238.72401800445024,573.0947187488339
5900,-354.74512773520405,-117.84053234117854,58.05485789548572,228.43183392033808,564.430111827622
6000,-455.47776994445024,-146.1423853151734,57.36038992973751,270.8089326937544,762.4836082567952
6100,-274.61175302050566,-134.86748839896723,14.578630083942913,220.09362749344882,567.3515481685558
6200,-283.111154152899,-154.42113739485967,140.89463231903426,229.97529356180814,626.4220256383742
6300,-365.8770721878072,-328.34437684530553,129.78564154193322,168.05224842471736,437.7772834669289
6400,732.094029934606,732.094029934606,732.094029934606,732.094029934606,732.094029934606
