card,level,trophies,win,draw,lose
Archers,8,600,1,0,0
Archers,13,600,0,0,1
Archers,6,1400,0,0,1
Archers,12,1500,0,0,1
Archers,8,1700,0,0,1
Archers,7,1800,1,0,2
Archers,8,1800,1,0,0
Archers,6,1900,0,0,1
Archers,8,1900,0,0,1
Archers,3,2000,0,0,1
Archers,7,2000,0,0,1
Archers,13,2000,0,0,1
Archers,6,2100,0,0,1
Archers,7,2200,0,0,2
Archers,11,2200,1,0,0
Archers,13,2300,0,0,1
Archers,6,2500,0,0,1
Archers,7,2500,0,0,1
Archers,8,2500,0,0,1
Archers,7,2600,1,0,1
Archers,8,2700,1,0,0
Archers,7,2900,2,0,1
Archers,8,2900,0,0,1
Archers,8,3100,2,0,0
Archers,7,3200,1,0,0
Archers,8,3200,1,0,0
Archers,7,3300,0,0,1
Archers,8,3400,0,0,2
Archers,6,3500,1,0,1
Archers,8,3500,1,0,1
Archers,6,3600,0,0,1
Archers,7,3600,3,0,2
Archers,8,3600,4,0,8
Archers,9,3600,5,0,6
Archers,12,3600,0,0,1
Archers,13,3600,0,0,3
Archers,6,3700,0,0,2
Archers,7,3700,3,0,6
Archers,8,3700,14,0,20
Archers,9,3700,28,0,25
Archers,10,3700,2,0,0
Archers,12,3700,1,0,1
Archers,13,3700,0,0,1
Archers,6,3800,1,0,1
Archers,7,3800,7,0,12
Archers,8,3800,10,0,21
Archers,9,3800,25,0,23
Archers,10,3800,4,0,2
Archers,11,3800,1,0,1
Archers,5,3900,0,0,1
Archers,6,3900,0,0,3
Archers,7,3900,2,0,4
Archers,8,3900,5,0,13
Archers,9,3900,5,0,8
Archers,10,3900,2,0,0
Archers,13,3900,0,0,1
Archers,7,4000,3,0,4
Archers,8,4000,2,0,2
Archers,9,4000,2,0,1
Archers,10,4000,0,0,2
Archers,11,4000,0,0,1
Archers,12,4000,1,0,3
Archers,13,4000,1,0,3
Archers,6,4100,1,0,1
Archers,7,4100,2,0,4
Archers,8,4100,0,0,9
Archers,9,4100,0,0,7
Archers,10,4100,2,0,0
Archers,11,4100,0,0,1
Archers,12,4100,0,0,2
Archers,13,4100,3,0,3
Archers,6,4200,1,0,2
Archers,7,4200,1,0,5
Archers,8,4200,5,0,6
Archers,9,4200,13,0,23
Archers,10,4200,1,0,2
Archers,11,4200,3,0,4
Archers,12,4200,0,0,1
Archers,13,4200,0,0,3
Archers,6,4300,0,0,2
Archers,7,4300,2,0,12
Archers,8,4300,9,0,17
Archers,9,4300,10,0,39
Archers,10,4300,5,0,6
Archers,11,4300,6,0,12
Archers,12,4300,3,0,2
Archers,13,4300,2,0,3
Archers,5,4400,1,0,0
Archers,6,4400,0,0,3
Archers,7,4400,5,0,6
Archers,8,4400,8,0,23
Archers,9,4400,10,0,21
Archers,10,4400,6,0,20
Archers,11,4400,16,0,29
Archers,12,4400,0,0,1
Archers,13,4400,4,0,3
Archers,2,4500,0,0,1
Archers,6,4500,0,0,1
Archers,7,4500,2,0,20
Archers,8,4500,17,0,44
Archers,9,4500,28,0,42
Archers,10,4500,20,0,29
Archers,11,4500,15,0,42
Archers,12,4500,0,0,3
Archers,13,4500,3,0,1
Archers,6,4600,2,0,2
Archers,7,4600,3,0,8
Archers,8,4600,17,0,37
Archers,9,4600,26,0,77
Archers,10,4600,27,0,56
Archers,11,4600,26,0,39
Archers,12,4600,7,0,17
Archers,13,4600,5,0,16
Archers,6,4700,1,0,1
Archers,7,4700,1,0,8
Archers,8,4700,10,0,17
Archers,9,4700,32,0,48
Archers,10,4700,45,0,69
Archers,11,4700,56,0,65
Archers,12,4700,35,0,42
Archers,13,4700,15,0,18
Archers,8,4800,2,0,9
Archers,9,4800,26,0,65
Archers,10,4800,58,0,70
Archers,11,4800,82,0,123
Archers,12,4800,82,0,78
Archers,13,4800,38,0,33
Archers,8,4900,2,0,3
Archers,9,4900,8,0,22
Archers,10,4900,40,0,69
Archers,11,4900,86,0,132
Archers,12,4900,125,0,139
Archers,13,4900,70,0,62
Archers,2,5000,0,0,1
Archers,6,5000,0,0,1
Archers,8,5000,1,0,0
Archers,9,5000,1,0,4
Archers,10,5000,20,0,41
Archers,11,5000,98,0,131
Archers,12,5000,213,0,207
Archers,13,5000,167,0,138
Archers,10,5100,2,0,11
Archers,11,5100,32,0,80
Archers,12,5100,130,0,186
Archers,13,5100,242,0,237
Archers,10,5200,0,0,6
Archers,11,5200,15,0,28
Archers,12,5200,93,0,125
Archers,13,5200,250,0,278
Archers,10,5300,0,0,1
Archers,11,5300,3,0,10
Archers,12,5300,37,0,59
Archers,13,5300,244,0,260
Archers,11,5400,1,0,1
Archers,12,5400,18,0,25
Archers,13,5400,202,0,205
Archers,11,5500,0,0,1
Archers,12,5500,8,0,7
Archers,13,5500,130,0,156
Archers,11,5600,1,0,0
Archers,12,5600,2,0,6
Archers,13,5600,128,0,129
Archers,11,5700,1,0,0
Archers,12,5700,2,0,2
Archers,13,5700,79,0,71
Archers,12,5800,0,0,1
Archers,13,5800,62,0,57
Archers,13,5900,29,0,32
Archers,13,6000,17,0,23
Archers,13,6100,18,0,13
Archers,13,6200,9,0,12
Archers,13,6300,5,0,4
Archers,13,6400,6,0,4
Archers,13,6500,3,0,0
Archers,13,6600,1,0,1
Archers,13,6700,1,0,0
Archers,13,7100,1,0,0
Archers,13,7600,0,0,1
Arrows,6,900,0,0,1
Arrows,6,1100,1,0,0
Arrows,6,1400,0,0,1
Arrows,7,1400,0,0,2
Arrows,6,1500,1,0,0
Arrows,12,1500,0,0,1
Arrows,6,1600,0,0,2
Arrows,7,1700,0,0,1
Arrows,6,1800,0,0,1
Arrows,7,1800,0,0,1
Arrows,7,1900,0,0,1
Arrows,10,1900,1,0,0
Arrows,6,2000,1,0,1
Arrows,7,2000,0,0,1
Arrows,8,2000,0,0,1
Arrows,11,2000,0,0,1
Arrows,5,2100,0,0,1
Arrows,6,2100,0,0,5
Arrows,7,2100,5,0,0
Arrows,6,2200,0,0,2
Arrows,7,2200,6,0,2
Arrows,8,2200,1,0,0
Arrows,12,2300,1,0,0
Arrows,13,2300,1,0,0
Arrows,6,2400,1,0,2
Arrows,7,2400,3,0,4
Arrows,8,2400,1,0,2
Arrows,6,2500,0,0,2
Arrows,8,2500,3,0,2
Arrows,9,2600,1,0,0
Arrows,12,2600,0,0,1
Arrows,7,2700,2,0,0
Arrows,8,2700,1,0,0
Arrows,6,2800,2,0,1
Arrows,7,2800,3,0,1
Arrows,8,2800,3,0,0
Arrows,6,2900,0,0,1
Arrows,7,2900,2,0,1
Arrows,8,2900,0,0,2
Arrows,8,3000,0,0,2
Arrows,13,3000,1,0,1
Arrows,6,3100,1,0,0
Arrows,7,3100,1,0,3
Arrows,7,3200,2,0,2
Arrows,8,3200,2,0,2
Arrows,8,3300,2,0,0
Arrows,5,3400,0,0,1
Arrows,6,3400,0,0,1
Arrows,7,3400,4,0,3
Arrows,8,3400,3,0,3
Arrows,9,3400,1,0,0
Arrows,11,3400,1,0,1
Arrows,1,3500,0,0,1
Arrows,5,3500,0,0,1
Arrows,6,3500,2,0,1
Arrows,7,3500,0,0,4
Arrows,8,3500,0,0,3
Arrows,6,3600,2,0,4
Arrows,7,3600,10,0,12
Arrows,8,3600,8,0,13
Arrows,9,3600,5,0,1
Arrows,10,3600,0,0,1
Arrows,12,3600,2,0,0
Arrows,4,3700,0,0,1
Arrows,6,3700,2,0,8
Arrows,7,3700,14,0,23
Arrows,8,3700,16,0,31
Arrows,9,3700,2,0,8
Arrows,10,3700,2,0,2
Arrows,12,3700,2,0,0
Arrows,13,3700,1,0,1
Arrows,1,3800,0,0,1
Arrows,4,3800,0,0,1
Arrows,6,3800,2,0,8
Arrows,7,3800,14,0,35
Arrows,8,3800,17,0,35
Arrows,9,3800,9,0,10
Arrows,10,3800,1,0,3
Arrows,11,3800,1,0,0
Arrows,5,3900,0,0,1
Arrows,6,3900,2,0,6
Arrows,7,3900,7,0,26
Arrows,8,3900,18,0,26
Arrows,9,3900,6,0,17
Arrows,10,3900,1,0,3
Arrows,11,3900,1,0,1
Arrows,5,4000,0,0,1
Arrows,6,4000,1,0,2
Arrows,7,4000,4,0,15
Arrows,8,4000,5,0,14
Arrows,9,4000,3,0,7
Arrows,10,4000,0,0,3
Arrows,11,4000,0,0,2
Arrows,12,4000,0,0,1
Arrows,13,4000,2,0,7
Arrows,6,4100,1,0,0
Arrows,7,4100,6,0,12
Arrows,8,4100,4,0,18
Arrows,9,4100,6,0,12
Arrows,10,4100,1,0,5
Arrows,11,4100,1,0,1
Arrows,12,4100,1,0,1
Arrows,13,4100,3,0,5
Arrows,4,4200,0,0,1
Arrows,5,4200,0,0,1
Arrows,6,4200,2,0,5
Arrows,7,4200,9,0,21
Arrows,8,4200,19,0,35
Arrows,9,4200,8,0,20
Arrows,10,4200,3,0,7
Arrows,11,4200,1,0,4
Arrows,12,4200,2,0,8
Arrows,13,4200,1,0,8
Arrows,3,4300,0,0,1
Arrows,5,4300,0,0,1
Arrows,6,4300,2,0,8
Arrows,7,4300,21,0,54
Arrows,8,4300,34,0,72
Arrows,9,4300,14,0,49
Arrows,10,4300,7,0,12
Arrows,11,4300,4,0,6
Arrows,12,4300,3,0,12
Arrows,13,4300,1,0,6
Arrows,2,4400,0,0,1
Arrows,6,4400,3,0,12
Arrows,7,4400,14,0,62
Arrows,8,4400,50,0,131
Arrows,9,4400,43,0,103
Arrows,10,4400,19,0,29
Arrows,11,4400,2,0,11
Arrows,12,4400,3,0,5
Arrows,13,4400,1,0,8
Arrows,4,4500,2,0,0
Arrows,5,4500,0,0,1
Arrows,6,4500,4,0,8
Arrows,7,4500,23,0,63
Arrows,8,4500,75,0,194
Arrows,9,4500,96,0,180
Arrows,10,4500,41,0,76
Arrows,11,4500,17,0,29
Arrows,12,4500,3,0,10
Arrows,13,4500,5,0,9
Arrows,1,4600,0,0,1
Arrows,3,4600,0,0,1
Arrows,6,4600,3,0,6
Arrows,7,4600,19,0,45
Arrows,8,4600,82,0,166
Arrows,9,4600,167,0,246
Arrows,10,4600,120,0,173
Arrows,11,4600,67,0,92
Arrows,12,4600,28,0,40
Arrows,13,4600,7,0,13
Arrows,5,4700,0,0,1
Arrows,6,4700,2,0,3
Arrows,7,4700,13,0,29
Arrows,8,4700,53,0,140
Arrows,9,4700,172,0,287
Arrows,10,4700,186,0,283
Arrows,11,4700,137,0,223
Arrows,12,4700,82,0,102
Arrows,13,4700,24,0,29
Arrows,6,4800,1,0,0
Arrows,7,4800,7,0,14
Arrows,8,4800,37,0,86
Arrows,9,4800,143,0,258
Arrows,10,4800,222,0,347
Arrows,11,4800,291,0,413
Arrows,12,4800,205,0,193
Arrows,13,4800,78,0,66
Arrows,7,4900,1,0,3
Arrows,8,4900,15,0,22
Arrows,9,4900,83,0,164
Arrows,10,4900,222,0,346
Arrows,11,4900,393,0,547
Arrows,12,4900,402,0,417
Arrows,13,4900,167,0,130
Arrows,8,5000,0,0,10
Arrows,9,5000,34,0,52
Arrows,10,5000,108,0,189
Arrows,11,5000,450,0,586
Arrows,12,5000,562,0,615
Arrows,13,5000,370,0,315
Arrows,7,5100,0,0,1
Arrows,9,5100,4,0,17
Arrows,10,5100,32,0,70
Arrows,11,5100,227,0,319
Arrows,12,5100,512,0,674
Arrows,13,5100,492,0,512
Arrows,9,5200,2,0,2
